Ticker,Company,Type,Price,Market Cap,urls,Description,Phase 3 Ready,Phase 2b Ready,alzheimer
ACOR,Acorda Therapeutics Inc,Common Stock,3.89,$37.58M,https://finance.yahoo.com/quote/ACOR/profile?p=ACOR,"Acorda Therapeutics, Inc., a biopharmaceutical company, develops and commercializes therapies for neurological disorders in the United States. The company markets Ampyra (dalfampridine), an oral drug to improve walking in patients with multiple sclerosis (MS); Selincro for the treatment of alcohol dependence; and Inbrija for the treatment of OFF periods in Parkinson's disease in Europe. It also markets Ampyra as Fampyra in Europe, Asia, and the Americas. In addition, the company develops ARCUS product for the treatment of acute migrain; rHIgM22, which has completed Phase I clinical trial for the treatment of MS; and Cimaglermin alfa for heart failure patients. The company has collaboration and license agreement with Biogen Inc. for the development and commercialization of Ampyra. Acorda Therapeutics, Inc. was incorporated in 1995 and is headquartered in Ardsley, New York.",0,0,0
BMMJ,Body and Mind Inc,Common Stock,0.34495,$38.03M,https://finance.yahoo.com/quote/BMMJ/profile?p=BMMJ,"Body and Mind Inc. cultivates, produces, processes, distributes, and retails medical and recreational cannabis in Nevada, California, Arkansas, and Ohio. The company offers packaged and grinded flower buds; concentrates; disposable pen vaporizers; distillate oil cartridges; and distillate infused edible products. It produces and sells cannabis flowers, oil extracts, and edibles under the Body and Mind brand name. The company also operates ShowGrow San Diego dispensary; and manages ShowGrow Long Beach dispensary. In addition, it is involved in the production of marijuana extract products, such as distillate oils, ice waxes, dry sifts, shatters, edibles, and topicals. The company was formerly known as Deploy Technologies Inc. and changed its name to Body and Mind Inc. in November 2017. Body and Mind Inc. was founded in 1998 and is headquartered in Vancouver, Canada.",0,0,0
SNGX,Soligenix Inc,Common Stock,0.997,$39.28M,https://finance.yahoo.com/quote/SNGX/profile?p=SNGX,"Soligenix, Inc., a late-stage biopharmaceutical company, focuses on developing and commercializing products to treat rare diseases in the United States. It operates in two segments, Specialized BioTherapeutics and Public Health Solutions. The Specialized BioTherapeutics segment develops SGX301, a novel photodynamic therapy, which has completed Phase III clinical trial to treat cutaneous T-cell lymphoma; and SGX942, an innate defense regulator technology that is in Phase III clinical trial to treat oral mucositis in head and neck cancer. This segment also offers proprietary formulations of oral beclomethasone 17,21-dipropionate, which has completed Phase I/II clinical trial for the prevention/treatment of gastrointestinal disorders characterized by severe inflammation, including SGX203 for pediatric Crohn's disease and SGX201 for acute radiation enteritis. The Public Health Solutions segment is involved in the development of RiVax, a ricin toxin vaccine candidate, which has completed Phase Ia and Ib clinical trials; SGX943, a melioidosis therapeutic candidate that is in pre-clinical stage for the treatment of antibiotic resistant and emerging infectious diseases; ThermoVax, a technology in pre-clinical development for thermostabilizing vaccines; and CiVax, a vaccine candidate in pre-clinical development for the prevention of COVID-19. The company was formerly known as DOR BioPharma, Inc. and changed its name to Soligenix, Inc. in 2009. Soligenix, Inc. was incorporated in 1987 and is headquartered in Princeton, New Jersey.",1,1,0
ENVB,Enveric Biosciences Inc,Common Stock,1.95,$39.57M,https://finance.yahoo.com/quote/ENVB/profile?p=ENVB,"Enveric Biosciences, Inc., a pharmaceutical company, engages in developing various cannabinoid medicines for cancer care. It has a pipeline of development programs for radiodermatitis, glioblastoma multiforme, pruritus, rashes, and dry skin and chemotherapy-induced neuropathy. The company is headquartered in Naples, Florida.",0,0,0
HBORF,Harborside Inc,Common Stock,1.1993,$40.03M,https://finance.yahoo.com/quote/HBORF/profile?p=HBORF,"Harborside Inc. cultivates, manufactures, distributes, and sells cannabis and cannabis products. The company owns and operates three retail dispensaries in California and Oregon; and a dispensary under a management services agreement. It also operates a 47 acres of cultivation facility located in Salinas, California. The company sells its products under the Harborside, Harborside Farms, Harborside Farms Reserve, and KEY brands. The company was founded in 2006 and is headquartered in Oakland, California.",0,0,0
ACUR,Acura Pharmaceuticals Inc,Common Stock,0.575,$40.36M,https://finance.yahoo.com/quote/ACUR/profile?p=ACUR,"Acura Pharmaceuticals, Inc., an innovative drug delivery company, engages in the research, development, and commercialization of technologies and products to address safe use of medications in the United States. It offers Oxaydo tablets, a Schedule II narcotic indicated for the management of acute and chronic moderate to severe pain; and Nexafed products, which are pseudoephedrine and acetaminophen tablets that are used as nasal decongestants in various non-prescription and prescription cold, sinus, and allergy products. The company has six additional opioid products in various stages of formulation development. Acura Pharmaceuticals, Inc. has collaboration and license agreements with Egalet US, Inc.; and Egalet Ltd. to manufacture and commercialize Oxaydo products worldwide; and development and commercialization agreement with Abuse Deterrent Pharma, LLC to develop LTX-03, an immediate-release tablets utilizing LIMITx technology. The company was incorporated in 1935 and is based in Palatine, Illinois.",0,0,0
TRVI,Trevi Therapeutics Inc,Common Stock,1.888,$40.55M,https://finance.yahoo.com/quote/TRVI/profile?p=TRVI,"Trevi Therapeutics, Inc., a clinical-stage biopharmaceutical company, focuses on the development and commercialization of Haduvio to treat serious neurologically mediated conditions. The company is developing Haduvio, which is in Phase IIb/III clinical trial is an oral extended release formulation of nalbuphine that is used for the treatment of chronic pruritus, chronic cough in patients with idiopathic pulmonary fibrosis, and levodopa-induced dyskinesia in patients with Parkinson's disease, as well as to treat chronic kidney disease-associated with pruritus. It has a license agreement with Endo Pharmaceuticals Inc. to develop and commercialize products incorporating nalbuphine hydrochloride in any formulation; and Rutgers to develop and commercialize products incorporating nalbuphine for any human or animal use. The company was incorporated in 2011 and is headquartered in New Haven, Connecticut.",0,1,0
ADIL,Adial Pharmaceuticals Inc,Common Stock,2.4,$40.78M,https://finance.yahoo.com/quote/ADIL/profile?p=ADIL,"Adial Pharmaceuticals, Inc., a clinical-stage biopharmaceutical company, focuses on the development of therapeutics for the treatment or prevention of addiction and related disorders. Its lead product is AD04, a selective serotonin-3 antagonist, which is in phase 3 clinical trial for the treatment of alcohol use disorder. The company also focuses on developing drug candidates for non-opioid pain reduction and other diseases and disorders. The company was founded in 2010 and is based in Charlottesville, Virginia.",1,0,0
ENZN,Enzon Pharmaceuticals Inc,Common Stock,0.505,$40.81M,https://finance.yahoo.com/quote/ENZN/profile?p=ENZN,"Enzon Pharmaceuticals, Inc., together with its subsidiaries, licenses drug products. Its marketed drug products include PegIntron and Sylatron. The company was incorporated in 1981 and is headquartered in Cranford, New Jersey.",0,0,0
IGXT,IntelGenx Technologies Corp,Common Stock,0.40886,$40.91M,https://finance.yahoo.com/quote/IGXT/profile?p=IGXT,"IntelGenx Technologies Corp., a drug delivery company, focuses on the development and manufacturing of novel oral thin film products for the pharmaceutical market. It offers INT0008/2008, a Rizatriptan oral film product for the treatment of migraine. The company's products under development comprise INT0004/2006, an antidepressant; INT0046/2018 for adult use; INT0007/2006 for the treatment of erectile dysfunction; INT0010/2006 for the treatment of neuropathic pain and nausea in cancer patients; INT0027/2011 to treat opioid addition; INT0036/2013 for schizophrenia; and INT0043/2015 to treat Alzheimer's disease; and INT0048/2020 for animal health. It is also developing INT0039/2013, INT0040/2014, INT0052/2020, and INT0053/2020. The company has licensing, development, and supply agreement with Tilray, Inc. and Gensco Pharma; and development agreement with Cynapsus Therapeutics Inc. IntelGenx Technologies Corp. was founded in 2003 and is headquartered in Montreal, Canada.",0,0,1
KHRNF,Khiron Life Sciences Corp,Common Stock,0.25538,$41.89M,https://finance.yahoo.com/quote/KHRNF/profile?p=KHRNF,"Khiron Life Sciences Corp. operates as an integrated medical and cannabis company in Latin America, North America, and Europe. It operates through three segments: Medical Cannabis Products, Health Services, and Wellbeing Products. The company focuses on the cultivation, production, distribution, and export of tetrahydrocannabinol and CBD (cannabidiol) medical cannabis. It also operates a network of health centers and satellite clinics under the ILANS and Zerenia brands; develops CBD-based cosmeceutical products under the Kuida brand name; and operates Zerenia clinic in Medellin and Peru. Khiron Life Sciences Corp. is based in Vancouver, Canada.",0,0,0
UNCY,Unicycive Therapeutics Inc,Common Stock,2.97,$42.36M,https://finance.yahoo.com/quote/UNCY/profile?p=UNCY,"Unicycive Therapeutics, Inc., a biotechnology company, engages in developing novel therapies for kidney diseases in the United States. It is developing Renazorb for treatment of hyperphosphatemia in patients with chronic kidney disease; and UNI 494, for treatment of acute kidney injury. The company was incorporated in 2016 and is based in Los Altos, California.",0,0,0
ABIO,ARCA biopharma Inc,Common Stock,3.04,$42.94M,https://finance.yahoo.com/quote/ABIO/profile?p=ABIO,"ARCA biopharma, Inc., a clinical-stage biopharmaceutical company, develops and commercializes genetically targeted therapies for cardiovascular diseases. Its lead product candidates are Recombinant Nematode Anticoagulant Protein c2 (rNAPc2) (AB201), which is in Phase 2 clinical trial for the treatment of diseases caused by ribonucleic acid viruses initially focusing on COVID-19; and Gencaro (bucindolol hydrochloride), a pharmacogenetically-targeted beta-adrenergic receptor antagonist that has completed Phase 2 trial for the treatment of atrial fibrillation in patients with chronic heart failure (HF). The company also engages in the development of AB171, a thiol-containing derivative isosorbide mononitrate for the treatment of HF and peripheral arterial disease. ARCA biopharma, Inc. is headquartered in Westminster, Colorado.",0,1,0
TLGT,Teligent Inc,Common Stock,0.49,$43.61M,https://finance.yahoo.com/quote/TLGT/profile?p=TLGT,"Teligent, Inc., a specialty generic pharmaceutical company, develops, manufactures, markets, and sells generic topical, branded generic, and generic injectable pharmaceutical products in the United States and Canada. The company offers generic pharmaceutical products in topical, injectable, complex, and ophthalmic dosage forms. It is also involved in contract manufacturing and development business, including the development, manufacturing, filling, and package of topical semi-solid and liquid products for branded and generic pharmaceutical customers, as well as for over-the-counter and cosmetic markets. The company's topical semi-solid and liquid products are used in various applications that range from cosmetics and cosmeceuticals; and the prescription treatment of conditions, such as dermatitis, psoriasis, and eczema. It sells its products through national chain drug stores, drug wholesalers, distributors, and group purchasing organizations. The company was formerly known as IGI Laboratories, Inc. and changed its name to Teligent, Inc. in October 2015. Teligent, Inc. was incorporated in 1977 and is based in Buena, New Jersey.",0,0,0
CNSP,CNS Pharmaceuticals Inc,Common Stock,1.72,$43.62M,https://finance.yahoo.com/quote/CNSP/profile?p=CNSP,"CNS Pharmaceuticals, Inc., a clinical pharmaceutical company, engages in the development of anti-cancer drug candidates for the treatment of brain and central nervous system tumors. The company's lead drug candidate is Berubicin, which completed Phase I clinical trial that is used for the treatment of glioblastoma multiforme. It has license agreements with Houston Pharmaceuticals, Inc. and The University of Texas M.D. Anderson Cancer Center; and a development agreement with WPD Pharmaceuticals Inc. The company was founded in 2017 and is based in Houston, Texas.",0,0,0
KRBP,Kiromic BioPharma Inc,Common Stock,3.26,$44.01M,https://finance.yahoo.com/quote/KRBP/profile?p=KRBP,"Kiromic BioPharma, Inc., a target discovery and gene editing company, focuses on developing immuno-oncology therapeutics for the treatment of blood cancers and solid tumors. The company develops ALEXIS-ISO-1, an allogenic gamma delta CAR-T cell therapy product candidate targeting Isomesothelin; ALEXIS-PRO-1, an allogeneic gamma delta chimeric T cell therapy product candidate targeting PD-L1; and chimeric gamma delta PD1 T cell switch receptor therapy. It has license agreements with Mercer University; CGA 369 Intellectual Holdings, Inc.; and Longwood University, as well as research and development collaboration agreements with Molipharma, S.R.L. and Leon Office (H.K.). The company was formerly known as Kiromic, Inc. and changed its name to Kiromic BioPharma, Inc. in December 2019. Kiromic BioPharma, Inc. was founded in 2006 and is headquartered in Houston, Texas.",0,0,0
BPTH,Bio-Path Holdings Inc,Common Stock,6.52,$44.27M,https://finance.yahoo.com/quote/BPTH/profile?p=BPTH,"Bio-Path Holdings, Inc. operates as a clinical and preclinical stage oncology focused RNAi nano particle drug development company in the United States. The company develops products based on DNAbilize, a drug delivery and antisense technology that uses P-ethoxy, which is a deoxyribonucleic acid (DNA) backbone modification intended to protect the DNA from destruction. Its lead drug candidate is prexigebersen, which is in Phase II clinical trials for the treatment of acute myeloid leukemia (AML) and myelodysplastic syndrome. The company is also developing Liposomal Bcl-2 for the treatment of refractory/relapsed lymphoma and chronic lymphocytic leukemia; Liposomal STAT3 that is in preclinical stage for the treatment of pancreatic cancer, non-small cell lung cancer, and AML; and prexigebersen-A for various solid tumors. Bio-Path Holdings, Inc. was founded in 2007 and is based in Bellaire, Texas.",0,1,0
TENX,Tenax Therapeutics Inc,Common Stock,1.78,$45.11M,https://finance.yahoo.com/quote/TENX/profile?p=TENX,"Tenax Therapeutics, Inc., a specialty pharmaceutical company, engages in identifying, developing, and commercializing products for cardiovascular and pulmonary diseases in the United States and Canada. The company develops levosimendan, which completed a phase II clinical trials for the treatment of patients with pulmonary hypertension associated with heart failure with preserved ejection fraction; and Imatinib, a tyrosine kinase inhibitor for the treatment of pulmonary arterial hypertension. The company was formerly known as Oxygen Biotherapeutics, Inc. and changed its name to Tenax Therapeutics, Inc. in September 2014. Tenax Therapeutics, Inc. was founded in 1967 and is headquartered in Morrisville, North Carolina.",0,1,0
VIRI,Virios Therapeutics Inc,Common Stock,5.58,$45.73M,https://finance.yahoo.com/quote/VIRI/profile?p=VIRI,"Virios Therapeutics, Inc., a development-stage biotechnology company, focuses on developing antiviral therapies to treat diseases associated with a viral triggered abnormal immune response. Its lead development candidate is the IMC-1, a fixed dose combination of famciclovir and celecoxib to treat fibromyalgia. The company was formerly known as Virios Therapeutics, LLC and changed its name to Virios Therapeutics, Inc. in December 2020. Virios Therapeutics, Inc. was incorporated in 2012 and is headquartered in Alpharetta, Georgia.",0,0,0
CYCC,Cyclacel Pharmaceuticals Inc,Common Stock,5.08,$46.82M,https://finance.yahoo.com/quote/CYCC/profile?p=CYCC,"Cyclacel Pharmaceuticals, Inc., a clinical-stage biopharmaceutical company, develops medicines for the treatment of cancer and other proliferative diseases. The company's oncology development programs include fadraciclib, a cyclin dependent kinase Inhibitors (CDK) that is in Phase I clinical trial for the treatment of solid tumors, as well as in combination with venetoclax to treat relapsed or refractory chronic lymphocytic leukemia; and CYC140, a polo-like kinase inhibitor program, which is in Phase I clinical trial for the treatment of advanced leukemias. Its oncology development programs also comprise Sapacitabine, an orally available prodrug of CNDAC, which is a novel nucleoside analog. In addition, the company's oncology development programs include seliciclib, a CDK inhibitor. It has a clinical collaboration agreement with the University of Texas MD Anderson Cancer Center to clinically evaluate the safety and efficacy of three cyclacel medicines in patients with hematological malignancies, including chronic lymphocytic leukemias, acute myeloid leukemias, myelodysplastic syndromes, and other advanced leukemias. Cyclacel Pharmaceuticals, Inc. was founded in 1992 and is headquartered in Berkeley Heights, New Jersey.",0,0,0
WINT,Windtree Therapeutics Inc,Common Stock,1.88,$47.00M,https://finance.yahoo.com/quote/WINT/profile?p=WINT,"Windtree Therapeutics, Inc., a clinical-stage biotechnology and medical device company, focuses on the development of therapeutics for the treatment of acute pulmonary and cardiovascular diseases. Its lead development programs include istaroxime, which is in Phase 2b clinical trial for the treatment of acute decompensated heart failure, as well as in Phase 2a clinical trial for the treatment of early cardiogenic shock; AEROSURF, an aerosolized KL4 surfactant, which is in Phase 2b clinical trial to treat respiratory distress syndrome (RDS) in premature infants; lyophilized KL4 surfactant for the treatment of lung injury resulting from COVID-19; and Rostafuroxin that is in Phase 2b clinical trial for the treatment of genetically associated hypertension. The company has a collaboration with University of Milan-Bicocca for the discovery and development of new SERCA2a compounds for the treatment of chronic and acute human heart failure. The company was formerly known as Discovery Laboratories, Inc. and changed its name to Windtree Therapeutics, Inc. in April 2016. Windtree Therapeutics, Inc. was incorporated in 1992 and is headquartered in Warrington, Pennsylvania. Windtree Therapeutics, Inc. operates as a subsidiary of Lee's Pharmaceutical Holdings Limited.",0,1,0
PULM,Pulmatrix Inc,Common Stock,0.8433,$47.31M,https://finance.yahoo.com/quote/PULM/profile?p=PULM,"Pulmatrix, Inc., a clinical stage biopharmaceutical company, discovers and develops inhaled therapies to prevent and treat respiratory and other diseases with unmet medical needs in the United States. The company focuses on developing products based on its inhaled Small Particles Easily Respirable and Emitted (iSPERSE) technology, which enables delivery of small or large molecule drugs to the lungs by inhalation for local or systemic applications. It engages in developing Pulmazole, an inhaled anti-fungal drug that is in Phase 2b clinical trials for the prevention and treatment of fungal infections and allergic/hypersensitivity reactions to fungus in patients with severe lung diseases comprising asthma, cystic fibrosis, and allergic bronchopulmonary aspergillosis; PUR1800, a narrow spectrum kinase inhibitor that is in Phase 1b clinical trials for patients with lung cancer and chronic obstructive pulmonary disease; and PUR3100, an iSPERSE formulation of dihydroergotamine for the treatment of acute migraine. The company has a license agreement with RespiVert Ltd. for access to a portfolio of kinase inhibitor drug candidates; a development and commercialization agreement with Cipla Technologies LLC for the development and commercialization of Pulmazole; and a collaboration and license agreement with Sensory Cloud, Inc. Pulmatrix, Inc. was founded in 2003 and is headquartered in Lexington, Massachusetts.",0,1,0
ARFXF,ProMIS Neurosciences Inc,Common Stock,0.1612,$48.80M,https://finance.yahoo.com/quote/ARFXF/profile?p=ARFXF,"ProMIS Neurosciences, Inc., a development stage biotech company, discovers and develops precision medicine solutions for the treatment of neurodegenerative diseases, primarily Alzheimer's disease (AD), amyotrophic lateral sclerosis (ALS), and Parkinson's disease (PD). Its proprietary target discovery engine is based on the use of two complementary techniques. The company applies its thermodynamic, computational discovery platformÂProMIS and Collective Coordinates to predict novel targets known as disease specific epitopes on the molecular surface of misfolded proteins. Its lead product candidates include PMN310, a monoclonal antibody (mAb); PMN350, a mAb targeting on toxic amyloid beta oligomers (AÃO); and PMN330, a monoclonal antibody targeting toxic prion-like forms of AÃO for AD. The company is also developing therapeutics targeting the neurotoxic form of the tau protein in AD; and superoxide dismustase 1 and TAR-DNA binding protein 43 in ALS, as well as alpha synuclein in PD and Lewy body dementia. The company has a collaboration with BC Neuroimmunology to develop and commercialize proprietary diagnostic assays; and BC Neuroimmunology to develop and offer blood-based diagnostic tests for Alzheimer's diseases. The company was formerly known as Amorfix Life Sciences Ltd. and changed its name to ProMIS Neurosciences, Inc. in July 2015. ProMIS Neurosciences, Inc. was incorporated in 2004 and is headquartered in Toronto, Canada.",0,0,1
ACXP,Acurx Pharmaceuticals Inc,Common Stock,5.2,$48.95M,https://finance.yahoo.com/quote/ACXP/profile?p=ACXP,"Acurx Pharmaceuticals, LLC, a clinical stage biopharmaceutical company, develops antibiotics to treat bacterial infections. Its lead antibiotic candidate is ibezapolstat, a novel mechanism of action that targets the polymerase IIIC enzyme that has completed Phase II clinical trial to treat patients with clostridium difficile infections. The company is also developing ACX-375C, a potential oral and parenteral treatment targeting gram-positive bacteria, including methicillin-resistant staphylococcus aureus, vancomycin-resistant enterococcus, and penicillin-resistant streptococcus pneumoniae. The company was founded in 2017 and is based in Staten Island, New York.",0,1,0
JUVAF,Juva Life Inc,Common Stock,0.37784,$49.05M,https://finance.yahoo.com/quote/JUVAF/profile?p=JUVAF,"Juva Life Inc. engages in the cultivation, research, manufacturing, distribution, and sale of medical and recreational cannabis products in California. The company was founded in 2018 and is headquartered in Vancouver, Canada.",0,0,0
QLGN,Qualigen Therapeutics Inc,Common Stock,1.75,$49.30M,https://finance.yahoo.com/quote/QLGN/profile?p=QLGN,"Qualigen, Inc., a biotechnology company, develops novel therapeutic products for the treatment of cancer and infectious diseases. It offers FastPack, a rapid diagnostic testing system; ALAN, a DNA coated gold nanoparticle cancer drug candidate that targets various cancers; AS1411 for treating viral-based infectious diseases; RAS-F3, a small-molecule RAS oncogene protein-protein inhibitor that blocks RAS mutations and inhibits tumor formation; and STARS blood cleansing system, a DNA/RNA-based treatment device that removes tumor-produced compounds and viruses from a patient's blood. Qualigen, Inc. was founded in 1996 and is based in Carlsbad, California.",0,0,0
NAVB,Navidea Biopharmaceuticals Inc,Common Stock,1.7,$49.92M,https://finance.yahoo.com/quote/NAVB/profile?p=NAVB,"Navidea Biopharmaceuticals, Inc., a biopharmaceutical company, focuses on the development and commercialization of precision immunodiagnostic agents and immunotherapeutics. It operates through two segments, Diagnostic Substances and Therapeutic Development Programs. The company develops Manocept platform to target the CD206 mannose receptor expressed on activated macrophages. Its CD206-targeted drug platform is applicable to a range of diagnostic modalities, including single photon emission computed tomography, positron emission tomography (PET), gamma-scanning, and intra-operative and/or optical-fluorescence detection, as well as delivery of therapeutic compounds that target macrophages, and immune-and inflammation-involved diseases. Further, the company offers NAV4694 and NAV5001, a neuro-tracer product candidates. In addition, it is developing diagnostic substances, including Tc99m tilmanocept and other diagnostic applications of its Manocept platform; and various therapeutic development programs. The company was formerly known as Neoprobe Corporation and changed its name to Navidea Biopharmaceuticals, Inc. in January 2012. Navidea Biopharmaceuticals, Inc. was incorporated in 1983 and is headquartered in Dublin, Ohio.",0,0,0
ELTP,Elite Pharmaceuticals Inc,Common Stock,0.05,$49.95M,https://finance.yahoo.com/quote/ELTP/profile?p=ELTP,"Elite Pharmaceuticals, Inc. engages in the research, development, manufacture, and licensing of proprietary orally administered controlled-release drug delivery systems and products. The company operates in two segments, Abbreviated New Drug Applications for Generic Products and New Drug Applications for Branded Products. It owns, licenses, and contract manufactures various generic and oral dose pharmaceuticals products, such as Phentermine HCl 37.5mg tablets for the treatment of bariatrics under Adipex-P brand; Hydromorphone HCl 8mg tablets for pains under the Dilaudid brand; Phendimetrazine Tartrate 35mg tablets for bariatrics under the Bontril brand; Naltrexone HCl 50mg tablets for the treatment of pains under the Revia brand; and Isradipine 2.5mg and 5mg capsules for cardiovascular diseases. The company also provides Oxycodone HCl immediate release 5mg, 10mg, 15mg, 20mg, and 30mg tablets for pains under Roxycodone brand; Trimipramine Maleate Immediate Release antidepressant capsules under the Surmontil brand; Methadone HCl tablets for pains under the Dolophine brand; and Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate, and Amphetamine Sulfate Immediate Release tablets for central nervous system diseases under the Adderall brand, as well as Dantrolene Sodium capsules for muscle relaxant under the Dantrium brand; and SequestOX, an immediate release Oxycodone with Naltrexone. In addition, it manufactures controlled-release products on a contract basis for third parties in the areas of pain, allergy, bariatric, and infection. Further, the company is developing a range of abuse deterrent opioid products. It has a manufacturing and license agreement with Epic Pharma LLC; development and license agreement with SunGen Pharma, LLC; and strategic marketing alliance with Glenmark Pharmaceuticals, Inc. USA, as well as Lannett Company. Inc. The company was founded in 1984 and is headquartered in Northvale, New Jersey.",0,0,0
BXRX,Baudax Bio Inc,Common Stock,0.6203,$49.97M,https://finance.yahoo.com/quote/BXRX/profile?p=BXRX,"Baudax Bio, Inc., a pharmaceutical company, develops and commercializes products for hospital and other acute care settings. The company offers ANJESO (meloxicam) injection for the management of moderate to severe pain, alone or in combination with non-NSAID analgesics. Its products under development includes BX1000, an intermediate-acting neuromuscular blocking agent (NMBA) that is in phase I clinical trial; BX2000, an ultrashort-acting NMBA, which is in pre-clinical trial; and BX3000, an NMBA reversal agent, which is under pre-clinical trial, as well as Dex-IN, a proprietary intranasal formulation of dexmedetomidine, which is under phase II clinical trial. The company was incorporated in 2019 and is based in Malvern, Pennsylvania.",0,1,0
CHALF,Chalice Brands Ltd,Common Stock,0.84,$50.22M,https://finance.yahoo.com/quote/CHALF/profile?p=CHALF,"Chalice Brands Ltd., through its subsidiaries, produces, distributes, and sells cannabis oil and flower products in the United States. The company provides distillate vaporizer cartridges, ethanol extract products, and fruit chew blast products. It offers its products under the Private Stash, Jackpot, Chalice, Golden, RXO, and Elysium Fields brands. The company also engages in the ownership, administration, and leasing of real estate and intellectual properties, and capital equipment, as well as industrial hemp processing activities. In addition, it operates a network of six dispensaries under the Chalice Farms brand; and one dispensary under the Left Coast Connections brand in Oregon, as well as operates as a toll processing and white label service consultant. The company was formerly known as Golden Leaf Holdings Ltd. and changed its name to Chalice Brands Ltd. in May 2021. Chalice Brands Ltd. is based in Toronto, Canada.",0,0,0
KTRA,Kintara Therapeutics Inc,Common Stock,1.58,$50.23M,https://finance.yahoo.com/quote/KTRA/profile?p=KTRA,"Kintara Therapeutics, Inc., a clinical stage drug development company, focuses on developing and commercializing anti-cancer therapies to treat cancer patients. It is developing two late-stage, Phase III-ready therapeutics, including VAL-083, a DNA-targeting agent for the treatment of drug-resistant solid tumors, such as glioblastoma multiforme, as well as other solid tumors, including ovarian cancer, non-small cell lung cancer, and diffuse intrinsic pontine glioma; and REM-001, a photodynamic therapy for the treatment of cutaneous metastatic breast cancer. The company has a strategic collaboration with Guangxi Wuzhou Pharmaceutical (Group) Co. Ltd. to manufacture and sell VAL-083 in China. The company was formerly known as DelMar Pharmaceuticals, Inc. and changed its name to Kintara Therapeutics, Inc. in August 2020. Kintara Therapeutics, Inc. was founded in 2009 and is headquartered in San Diego, California.",1,1,0
AGE,AgeX Therapeutics Inc,Common Stock,1.37,$50.26M,https://finance.yahoo.com/quote/AGE/profile?p=AGE,"AgeX Therapeutics, Inc., a biotechnology company, focuses on the development and commercialization of novel therapeutics targeting human aging and degenerative diseases in the United States. The company's lead cell-based therapeutic candidates in development include AGEX-BAT1, a cell therapy product candidate for the treatment of various age-related metabolic disorders, such as Type II adult-onset diabetes and obesity; and AGEX-VASC1, a cell-based therapy to restore vascular support in aged ischemic tissues, such as the ischemic heart. Its lead drug-based therapeutic candidate in discovery is AGEX-iTR1547, a drug-based formulation to restore regenerative potential in a range of aged tissues afflicted with degenerative diseases. In addition, the company markets human embryonic stem cells; and GeneCards Database Suite, including genomic interpretation algorithms and analysis tools for use by researchers at pharmaceutical and biotechnology companies, and other institutions. AgeX Therapeutics, Inc. has a research collaboration with the University of California, Irvine on neural stem cell research program for Huntington's disease and other neurological disorders; a collaboration with Sernova Corp.; and a research collaboration with The Ohio State University using AgeX's brown adipocyte tissue cell therapy candidate AgeX-BAT1 in mice to determine whether transplantation of AgeX-BAT1 cells may improve diet-induced obesity, metabolic health, and cardiac function. The company was founded in 2017 and is based in Alameda, California.",0,0,0
MRZM,Marizyme Inc,Common Stock,1.4,$50.30M,https://finance.yahoo.com/quote/MRZM/profile?p=MRZM,"Marizyme, Inc., a development stage company, focuses on life science technologies business. It offers DuraGraft, a one-time intraoperative vascular graft treatment for use in vascular and bypass surgeries that maintains endothelial function and structure, and other related properties. The company also develops various products using its Krillase protease-based therapeutic platform, which includes MB101 for complex wounds and burns; MB102 for acute ischemic stroke; MB104 for deep vein thrombosis; and MB105 for dissolving plaque and biofilms on teeth. In addition, it focuses on developing products to mitigate the effects of ischemia reperfusion injury in other grafting and transplantation surgeries, and other indications. The company was formerly known as GBS Enterprises Incorporated. Marizyme, Inc. was incorporated in 2007 and is based in Jupiter, Florida.",0,0,0
ASRT,Assertio Holdings Inc,Common Stock,1.19,$50.83M,https://finance.yahoo.com/quote/ASRT/profile?p=ASRT,"Assertio Holdings, Inc., a commercial pharmaceutical company, provides medicines in the areas of neurology, hospital, and pain and inflammation. The company's pharmaceutical products include INDOCIN, an oral solution and a suppository form for the treatment of moderate to severe rheumatoid arthritis, including acute flares of chronic disease; moderate to severe ankylosing spondylitis and osteoarthritis; and acute painful shoulder and gouty arthritis. It also provides CAMBIA, a non-steroidal anti-inflammatory drug (NSAID) for the treatment of migraine, nausea, photophobia, and phonophobia; Zipsor, an NSAID for relief of mild to moderate acute pain; and SPRIX, an NSAID for the short term management of moderate to moderately severe pain that requires analgesia at the opioid level. The company was formerly known as Assertio Therapeutics, Inc. and changed its name to Assertio Holdings, Inc. in May 2020. Assertio Holdings, Inc. was incorporated in 1995 and is headquartered in Lake Forest, Illinois.",0,0,0
AZRX,AzurRx BioPharma Inc,Common Stock,0.5628,$51.00M,https://finance.yahoo.com/quote/AZRX/profile?p=AZRX,"AzurRx BioPharma, Inc., a clinical stage biopharmaceutical company, focuses on the development of recombinant proteins for the treatment of gastrointestinal diseases. Its therapeutic products administer patients as oral non-systemic biologics. The company's lead therapeutic is MS1819, a recombinant lipase for the treatment of exocrine pancreatic insufficiency. It is also developing two clinical programs using proprietary formulations of niclosamide, a pro-inflammatory pathway inhibitor, including FW-420, for grade 1 Immune Checkpoint Inhibitor-associated colitis and diarrhea in oncology patients; and FW-1022, for COVID-19 gastrointestinal infections. AzurRx BioPharma, Inc. has a license agreement with First Wave Bio, Inc. The company was incorporated in 2014 and is headquartered in Delray Beach, Florida.",0,0,0
